Company Title,Department Name,Question
안랩,IT/인터넷,"지원자의 포트폴리오에 나와 있는 악성코드 분석, DLL 인젝션, PE 구조 등에 대해 상세히 말해보시오."
안랩,IT/인터넷,파워포인트를 사용하려고 하는데 파일 실행이 안됩니다. 왜 그런지 보안과 관련해서 말해주세요.
안랩,IT/인터넷,현재 면접관의 컴퓨터가 ping은 안 가는데 naver는 접속이 된다. 왜 그런가?
안랩,IT/인터넷,DoS 공격중에서 LAND Attack에 대해 설명해주세요.
안랩,IT-인터넷,얼마나 절실한가?
안랩,리눅스기반개발,STRING 값을 주었을 때 값이 커지면서 에러가 걸렸을 때 무엇이 문제였을까?
안랩,IT-인터넷,회사 홈페이지에서 소스보기를 해보았는가? 어땠는가?
KCC,화학엔지니어,"대학 때 학점이 높아서 공부만 할거같은데, 대외활동은 했나요?"
KCC,화학엔지니어,"밖에서 보는 KCC의 이미지는 어떤지 설명해보시고, 본인은 왜 우리회사에 지원했나요?"
KCC,화학엔지니어,"수학학원 아르바이트 경력이있는데 무슨일을 하였고, 그를 바탕으로 업무에서 어떻게 기여할 건가요?"
KCC,화학엔지니어,지원자분 성격이 활동적이지만 반대로 계획능력이나 꼼꼼함은 떨어질거같다. 이것을 보완했던 경험이 있나요?
KCC,화학엔지니어,"KCC는 중앙연구소에서 근무해도 로테이션 시스템에 따라 지방 공장 부속 연구소에서 일하기도 하는데, 지방 근무 가능합니까?"
KCC,화학엔지니어,"석사 과정 중에 실험을 많이 해본 것 같은데, 이처럼 기기를 다루는 것이 연구직에 있어서 중요한 이유는 무엇이라 생각합니까?"
한일네트웍스,앱개발자,개발이 하고싶은지 유지보수가 하고싶은지
교보생명,IT부문,"자료(개혁목표, 수익그래프)에 대한 변경 방안"
두산건설,엔지니어링,"주어진 장소에 오피스텔, 아파트, 주상복합단지 중 어떤 것을 지어야 할까요?"
두산건설,연구개발,위기상황에서 새로운 접근으로 위기를 극복한 경험이 있습니까
엘아이지넥스원,전기·전자엔지니어,PT질문과 전공 질문이 있었습니다.
엘아이지넥스원,R&D·연구원,PT내용에 있는 인젝터는 무엇에 사용하는건가요? 실제로 제작됐나요? 최적설계를 어떻게 했나요?
엘아이지넥스원,전기·전자엔지니어,"본인을 가장 잘 표현할 수 있는 당사의 무기체계 또는 무기를 선택하고, 어떠한 점이 본인을 잘 표현했다고 생각했는지 설명해보세요."
엘아이지넥스원,전기·전자엔지니어,LIG넥스원의 핵심가치 개방을 본인이 실천한 경험은?
엘아이지넥스원,R&D·연구원,지금까지 살아오면서 가장 큰 실패는 무엇이었나요? 또 그때 실패 했던 이유는 뭐라고 생각하나요?
엘아이지넥스원,설계엔지니어,"열역학과 연소와공해를 배웟는데, 이 과목들이 직무에 어떻게 작용될까요?"
엘아이지넥스원,IT-인터넷,연구한 내용을 적용하여 어떤 새로운 제품을 개발 할 수 있겠는가?
엘아이지넥스원,R&D 기계,다른 회사에 지원했었나? 그러면 그 회사 채용에서 탈락한 이유는 무엇이라고 생각하는가?
한국전기안전공사,전기·전자엔지니어,공격적인 목표지향 vs 안정적인 목표지향 둘 중 어느 것을 더 추구하십니까?
한국전기안전공사,전기·전자엔지니어,환경여건이 안되지만 포기하지 않고 성취했던 경험을 말씀해 보세요.
한국전기안전공사,전기·전자엔지니어,(타 지원자 자기소개서의 꼬리질문) 중간자적 역할을 했던 경험이 있습니까?
한국전기안전공사,전기·전자엔지니어,"도전적으로 학교생활이나 동아리, 아르바이트 등 조직발전을 위해 본인이 가장 많은 기여를 했다고 자부할 수 있는 경험을 말해보세요."
한국전기안전공사,전기·전자엔지니어,"새로운 회사에 입사를 하게 되었을 때, 새로운 사람들과 만나게 될겁니다. 그 때, 자신은 어떻게 긍정적인 관계를 형성할 것인지 자신의 과거 경험에 빗대어 표현해주세요."
한국전기안전공사,전기·전자엔지니어,"누전차단기의 동작원리를 설명하고, 배선용 차단기와의 차이점을 설명해보세요."
한국전기안전공사,전기·전자엔지니어,"입사하게 된다면 그동안 여러가지 느꼈던 스트레스들이 많았을 텐데, 나 자신을 위해서 이런 데에 투자해보고싶다, 보상해주고싶다 하는 부분이 있으면 말해주세요."
한국전기안전공사,전기·전자엔지니어,상사가 회사의 물건을 사용하는 것을본다면
한국전기안전공사,전기·전자엔지니어,교류와 직류의 저압과 고압의 기준을 알고 있는가?
기아,AI/ML엔지니어,코딩테스트 1번을 풀어나간 순서를 간단하게 브리핑을 해보세요.
SK텔레콤,시스템엔지니어,(AWS) EC2나 Lambda를 VPC에서 프라이빗 서브넷으로 구성하려고 하는데 어떻게 구성하는 것이 좋을까요?
SK텔레콤,시스템엔지니어,"(AWS) ECS, ECR, EKS, Fargate의 차이점?"
SK텔레콤,시스템엔지니어,"맡고 있거나 맡았던 프로젝트 중에서 가장 인상깊은 것과 자신의 역할 및 기여도에 대한 부분, 동료와 협업했던 부분은 무엇인가요?"
SK텔레콤,IT/인터넷,자신의 인생 그래프를 그려 보아라.
SK텔레콤,네트워크엔지니어,"동아리 회장을 했다고 적었는데, 무슨 일을 했고, 지원자에게 어떻게 도움이 되었다고 생각하는가?"
대성산업,IT·기술영업,유학을 미국 어느 지역으로 갔는지? 왜 그 지역을 선택하였는지?
대성산업,IT·기술영업,"비전공자인데 유압과, 공압에 대해서 얼만큼 알고있는지?"
티맥스소프트,시스템엔지니어,"머신러닝을 이용한 프로그램 개발에 참여했다고 쓰여있는데, 해당 프로젝트에서 맡은 직무가 무엇인가요?"
티맥스소프트,시스템엔지니어,"리눅스를 이용한 프로젝트 경험이 있나요? 있다면 어떤 프로젝트를 했고, 주로 사용한 환경은 어떤가요?"
티맥스소프트,앱개발자,"우리 회사 제품에 대해서 아는 사람 있는가? ( 모두 손을 들자, 모두에게 질문) 이야기해보아라"
티맥스소프트,앱개발자,본인이 배운 것을 기술적으로 설명하라
티맥스소프트,앱개발자,전공에 관한 질문
티맥스소프트,R&D 연구개발직,컴퓨터나 소프트웨어 관련 수업 무엇무엇을 들었나?
티맥스소프트,IT-인터넷,결혼했다면 부부가 치약을 어떤식으로 짜서 쓰느냐?
티맥스소프트,IT-인터넷,가족관계는?
티맥스소프트,IT-인터넷,UNIX명령어를 아는대로 20개를 말해보시오
대우건설,전기·전자엔지니어,"대우건설에 대해 많은 조사를 하셨을 텐데, 어떤 점이 본인을 대우건설에 지원하게 만들었나요?"
대우건설,전기·전자엔지니어,"화력발전소 견학을 하셨던데, 견학 가서 가장 인상 깊었던 설비는 무엇이었고, 또 견학을 통해 무엇을 느꼈나요?"
대우건설,엔지니어링,상대방보다 더 유리한 조건으로 계약을 체결해보세요.
에스케이쉴더스,IT/인터넷,SQL injection의 뜻과 종류에 대해 말해보라
녹십자,시스템엔지니어,책임감 있냐??
세메스,전기·전자엔지니어,임베디드 과목에서 뭐했나?
세메스,IT·기술영업,"우리 회사가 뭐하는 회사인지 알고 왔으며, 지원한 직무가 실제 무슨 업무을 하는지 아나요?"
경동나비엔,R&D·연구원,나비에스톡스 방정식의 비선형텀을 CFD에서는 어떠한 방식으로 처리하는지 설명해보세요.
경동나비엔,설계엔지니어,나비에스톡스 방정식과 베르누이 차이가 뭐냐
경동나비엔,설계엔지니어,층류가 뭐냐?
삼성SDI,연구개발,2020년에 일회용 쓰레기로 인한 환경오염이 완전히 사라졌다. 그 이유는?
삼성SDI,연구개발,"미래에 노인들의 육아 스트레스가 사라졌다. 무게, 소리를 이용해 설명하라."
삼성SDI,연구-개발,리튬이차전지를 사용할 때 환형탄소계와 선형탄소계를 함께 쓰는데 그 이유는?
삼성SDI,연구-개발,서울시청과 같은 근대 건축물의 재건축 찬반
삼성SDI,연구-개발,homo와 lumo 그래프를 주면서 리튬이온이차전지의 음극은 어느 곳에 있어야 적합한 음극이 되는가?
삼성SDI,전지사업부 R&D,고체전해질의 합성과 XRD 패턴 분석
삼성SDI,전지사업부 R&D,종교활동은 열심히 하나요?
삼성SDI,전지사업부 R&D,폴리머와 고체 전해질을 비교하면?
삼성SDI,전지사업부 R&D,PT주제에서 추가로 진행하는 실험이 있다면?
삼성SDI,전지사업부 R&D,SDI가 리튬 배터리 중대형 부분에서 1위하려면 얼마나 걸릴 것 같은지?
삼성SDI,전지사업부 R&D,SNS에 유명인이 정치/시사적인 부분에서 자신의 생각을 표현하는 건 어떻게 생각하는지?
크라운제과,R&D·연구원,지방 출장도 잦은데 체력적으로 가능한가요? 이런 상황에 익숙한가요?
크라운제과,R&D·연구원,지금까지 봤을 때 많은 활동을 한 것으로 보여지는데 현재 하고 있는 것은 무엇인가요?
신세계아이앤씨,웹개발자,"인턴의 경험이 있고 이 경험이 지원한 직무와 유사한데, 어떤식으로 경험을 살릴 것인가?"
신세계아이앤씨,정보통신(시스템개발/운영),부당하다고 느꼈던 경험
코스맥스비티아이,화학엔지니어,<1차> 지원 동기 및 입사 후 포부
이수화학,R&D팀,"몇 년 후 5살 딸아이가 있다고 할 때, 자신이 회사에서 하는 일에 대해 딸아이에게 어떻게 설명해 줄 것인가?"
이수화학,R&D팀,Propylene oxide의 중합 중 산촉매와 염기 촉매 하에서 매커니즘 차이를 설명해 보아라.
현대건설,엔지니어링,본인이 면접관에게 추천해주고 싶은 책 한권이 있다면? 그 이유는?
스마일게이트엔터테인먼트,온라인 게임개발>게임기획,"자기 주장이 강한 성격인데, 회사의 팀워크에 충돌이 일어날 수 있지 않은가?"
스마일게이트엔터테인먼트,IT-인터넷,2010년도 이상 출시되었던 모바일 게임을 무작위로 대보시오.
카카오,앱개발자,docker 파일 작성방법은?
카카오,AI/ML엔지니어,"딥러닝 관련 질문(relu가 무엇인가 왜 쓰는가, local minimum이 해결방법)"
카카오,AI/ML엔지니어,"computer science 질문(정렬 알고리즘, 멀티 스레드 멀티 프로세스 차이)"
카카오,IT,자소서 중심 내용
카카오,IT,최근 관심있는 분야
카카오,IT,본인의 별명과 그 별명을 얻은 이유
카카오,IT,부모님께서 다음에 지원한 사실을 아시는가? 또 다음에 대해 얼만큼 알고 계시는가
NH투자증권,IT지원,가장 자신있는 언어는?
쥬비스,메뉴개발,메뉴개발이 무엇이라고 생각하는지? 자회사 브랜드레스토랑(오율)에 방문한 경험이 있는지?
삼성전기,반도체엔지니어,인성 - 공공기관에서 데이터 분석에 관련된 일을 하였는데 만약 상급자가 데이터 조작을 지시한다면 어떻게 하겠는가?
삼성전기,전기·전자엔지니어,다른곳에서 인턴 제의가 온다면
삼성전기,연구개발,힘들었던 경험과 극복하면서 얻었던 것은 무엇인가?
휴맥스,SW개발,직무면접) 지원자4명이 모두 신입사원이 되었다. 이 구성원으로 팀프로젝트를 시작해야되는데 팀장으로 누구를 뽑을것이며 그 기준은 무엇인가?
커넥트웨이브,웹개발자,"수상경력이 많은데, 왜 많이 참여하였나요?"
에스케이실트론,반도체엔지니어,인성면접(신소재)
에스케이실트론,반도체엔지니어,마이크로프로세서실험설계를 이수했다고 나와있는데 설계한 도면을 그려보세요.
에스케이실트론,반도체엔지니어,다양한 조직생활 경험이 있따고 했는데 그중에서 제일 열심히한것은?
에스케이실트론,반도체엔지니어,"NCS강의는 무엇이고, 컴활이나 워드같은건 왜땃나요?"
E1,엔지니어,인천기지의 무취 LPG 생산 여부를 따져보고 LPG를 생산 할 지 안 할 지를 결정하여라.
한국재정정보원,시스템엔지니어,"프로젝트, 공부와 관련된 것 말고 자신이 하는 여가 생활은?"
캐논코리아,연구개발(기계/기구),"프로젝트 경험에 대해서 구체적으로 무엇을 맡았고 무엇을 어떻게 해서 어떤 결과를 냈는지, 그리고 툴은 무엇을 썼고 어려움은 어땠는지 등 자세히 말해보시오."
HDC아이파크몰,앱개발자,IT를 전공한 이유와 앞으로 포부
네이버클라우드식회사,검색플랫폼 개발,5천만명의 회원을 수용할 수 있는 서버 및 데이터베이스 수를 계산하라.
네이버클라우드식회사,검색플랫폼 개발,퀵소트 짜봐라
네이버클라우드식회사,검색플랫폼 개발,UTF-8 해당하는 언어셋의 문자열수를 계산하는 함수 짜봐라
네이버클라우드식회사,라인플러스 sw개발,1부터 10만개의 수 중에서 소수를 뽑는 알고리즘을 설명해보라
네이버클라우드식회사,라인플러스 sw개발,그 문제가 발생하면 어떻게 대처해야 하나
네이버클라우드식회사,라인플러스 sw개발,두개의 언어의 메모리는 각각 어떤방식으로 관리하는지
네이버클라우드식회사,라인플러스 sw개발,자신있는 언어가 자바 c++이라고 했는데 그 두개의 장단점
네이버클라우드식회사,라인플러스 sw개발,ffmpeg을 사용하면서 발생한 문제점
네이버,웹개발자,"총 길이가 A m(미터)인 재료를 가지고 동물 두 종을 가둘 수 있는 울타리를 지으려고 할 때, 면적이 최대가 하려면 어떻게 해야하는가?"
네이버,앱개발자,왜 CONTEXT SWITCHING 작업이 오래걸리나요?
네이버,앱개발자,"n명 참가 토너먼트 경기에서 총 몇번의 경기를 해야하는지, 우승하려면 몇판이겨야 하는지 공식을 구해보세요."
네이버,앱개발자,"러시안 룰렛6칸의 총 구멍에서 연속해서 2발의 총알을 장전했다. 상대편이 먼저 1판을 시도하여 생존했을때, 내가 생존하려면 바로 게임을 시도하는것이 유리한가, 총알을 회전시켜 무작위로 바꾸는것이 생존에 유리한가?"
네이버,소프트웨어개발자,100!의 끝자리에 0은 몇개나오는가?
네이버,소프트웨어개발자,12명의 사람이 전부 악수하는 경우의수는 몇가지인가?
네이버,소프트웨어개발자,"그릇2개에 흰공 50개,빨간공50개를 마음대로 넣고 랜덤으로 그릇을 골라 공을 뽑았을때 흰공이 뽑힐 활률이 가장 큰 최적비율은?"
네이버,앱개발자,딥러닝으로 뭔가를 분류해주는 플랫폼을 만들건데 서비스할때 여러사람들이 그 플랫폼에 접근해서 이용하는 구조로 만들려면 어떻게 서비스 해야되나요?
네이버,앱개발자,자바 string과 string builder 그리고 string buffer차이점을 말해보세요.
네이버,IT-인터넷,선배와 후배 중 더 일하기 편한 그룹은?
네이버,IT-인터넷,"10000원을 실제로 표시할 때는 10,000원으로 ,을 넣어 구분하는데 그 것을 출력하는 로직 만들기"
네이버,IT-인터넷,10년뒤에 사용될 서비스 기획
네이버,IT-인터넷,다른 곳에도 있는 서비스 아닌가?
네이버,IT-인터넷,최소비용 신장트리를 구하는 방법은?
네이버,네이버비즈니스플랫폼/IT개발,네이버의 상황을 SWOT툴을 사용하여 분석해보시오
네이버,IT-인터넷,100! = 100 * 99 * ... * 2 * 1 = xx…x00..0 = xx…x * 10^n 이 때 n의 값은?
네이버,IT-인터넷,지원직종에 해당하는 서비스 개선안 제시
현대IT&E,웹개발자,"프로젝트 중 TenserFlow Lite를 활용한 사례가 있던데, 오버헤드를 줄이기 위한 특별한 전략이 있었는지 설명해주세요."
네패스,반도체엔지니어,네패스를 책 혹은 노래로 비유한다면?
효성,기계엔지니어,PT면접에서 wire rod에 응력이 가해져 당겨졌을 때 발생하는 전단응력에 대해 말해보라
효성,기계엔지니어,"공백기 1년 동안 무엇을 하였고, 그것이 회사생활을 하면서 어떤 도움이 될 것인가?"
비알코리아,연구개발,새로운 아이템 제시를 해보아라.
한국국제협력단,개발협력일반,"경제가 앞으로 계속 어려울 전망인데, 차세대 먹거리는 무엇일까요?"
호반건설,앱개발자,ERP가 무었인지 아는대로 답하시오
효성티앤에스,설계엔지니어,효성의 핵심가치 4가지 중 한가지를 골라 자신을 표현하시오
국민은행,시스템엔지니어,"빅데이터를 이용해 AI를 학습 후 챗봇에 이용한다고 하였는데, 어떠한 방식으로 데이터를 수집하나요?"
국민은행,시스템엔지니어,"화상 업무 서비스를 일반 영업점의 행원이 실시한다면 업무량이 늘어나는데, 이에 대한 보상방안은 어떠한 것이 있나요?"
국민은행,IT,"당신이 프로젝트 매니저라고 가정하고, 단 한 명의 직원(DB 설계자, 프로그래머 중 한명)뿐이 고용을 할 수 없을 때 누구를 고용할 것인가?"
AJ네트웍스,IT·기술영업,it영업과 제품영업이 다른점은 무엇일까요?
삼성디스플레이,반도체엔지니어,LCD에서 일할 수도 있고 OLED에서 일할 수 도 있다 괜찮은지
삼성디스플레이,반도체엔지니어,"전공학점이 4.3으로 되게 좋은데, 대학원 갈 생각은 없는가? 겨울방학 때 인턴했던 대학원 지원은 하였는가?"
삼성디스플레이,반도체엔지니어,"존경하는 인물을 에미넴이라고 적었는데, 다른 사람들은 기업인이나 훌륭한 성인들을 적었는데, 미국 힙합가수를 적은 이유는 무엇인가요?"
삼성디스플레이,연구개발,직무에 필요한 역량과 그렇게 생각한 이유를 말해보시오. 그리고 지원자가 그 역량을 가진 사람이라고 생각하는가?
삼성디스플레이,연구 및 개발,가장 재미있게 수강하였던 전공과목과 힘들었던 과목
삼성디스플레이,연구및개발,삼성을 싫어하는 친구가 있다 무엇이라 말해줄 것인가 본인의 말이 설득력이 있을것이라고 생각하는 이유는?
엘지디스플레이,설계엔지니어,강성 해석을 통해 고유진동수 구한댔는데 그거 말고 무엇을 알 수 있나요?
엘지디스플레이,설계엔지니어,LCD 재료 변경 없이 강성 증가 시키는 방법 뭔가요?
엘지디스플레이,설계엔지니어,향후 LCD랑 OLED 시장 어떻게 될 거 같고 기구설계자가 어떻게 기여할 수 있나요?
엘지디스플레이,반도체엔지니어,PT자료를 해석할때 회로 기반의 자료인데 어려움이 있었나요?
엘지디스플레이,IT·기술영업,디스플레이 패널 공정을 DMAIC 방식으로 품질을 개선한다면 각 단계는 어떤 것이 해당되겠습니까?
엘지디스플레이,R&D_패널설계,"집이 수도권이고 파주를 지원하셨는데, 구미에서 근무하게 되더라도 괜찮나요?"
엘지디스플레이,R&D_패널설계,본인이 사용하는 핸드폰의 종류와 그 핸드폰에 들어가는 디스플레이 규격을 말해보세요
엘지디스플레이,반도체엔지니어,"삼성전자 반도체 연구소에서 인턴을 했다고 했는데, 거기 되면 아마 삼성을 가지 않을까요?"
엘지디스플레이,반도체엔지니어,취업하면 대구에서 출퇴근하겠네요?
엘지디스플레이,R&D,"(석사 질문) 축구를 좋아한다고 했는데, 우리 부서 신입사원들은 축구를 좋아한다고 해서 뽑아보면 막상 실제로는 잘 하지 않던데… 이에 대해 어떻게 생각하나요?"
에스엘,설비엔지니어,"납기 기한이 얼마남지 않았을 때, 검토를 할것인지 제출을 빨리 할것인지 말씀해주세요."
삼성전자,소프트웨어개발자,대학 시절 했던 여러 프로젝트들 중에서 협업을 하면서 (프리라이더 등) 힘들었던 경험과 이를 극복한 경험에 대해 이야기해주세요
삼성전자,소프트웨어개발자,"수율을 올리고 싶다고 했는데, 실제로 수율이 프로그래밍만으로 올릴 수 있는 것은 아닌데 이에 대해 아이디어가 있을까요?"
삼성전자,설비엔지니어,현장에서 공정 설비 가동 불가로 긴급하게 수리를 해야합니다. 생산성 확보를 위해서는 빠른 조치가 필요하나 안전조치를 하면 시간이 소요되어 비가동 시간이 늘어나는 상황입니다. 본인이라면 어떻게 할지 말해주세요.
삼성전자,소프트웨어개발자,학부연구생을 했으면 대학원 진학 생각이 있는 것인가요?
삼성전자,반도체엔지니어,"군대를 수색대 나왔는데, 어렵지 않았나요?"
삼성전자,반도체엔지니어,어떤 가치관/인생의 목표를 지향하면서 살고 있습니까?
삼성전자,반도체엔지니어,CVD 공정에서 Void가 생기는 것을 방지하기 위한 방법으로는 어떤 것이 있을까요?
삼성전자,반도체엔지니어,본인이 큰 목표를 달성해서 삼성전자 인턴을 소홀히 했다고 생각하는데 우리 회사에 입사하면 그것도 큰 목표를 달성한 것이겠네요?
삼성전자,반도체엔지니어,"(개인)오늘 정장을 입은 지원자가 많았는데, 비즈니스 캐주얼을 입은 이유는?"
삼성전자,반도체엔지니어,(개인)영어 점수가 낮은데 학교에서 진행한 영어 성적이 높은 이유는?
삼성전자,반도체엔지니어,새벽 2시에 기계가 고장났는데 선배가 없어요 어떡할건가요?
삼성전자,반도체엔지니어,새벽이라 전화를 안받으면 어떡하죠?
삼성전자,반도체엔지니어,본인과 선배가 둘이서 현장에서 일을 한다면 본인은 무엇을 할 것이죠?
삼성전자,반도체엔지니어,"지원 동기 (인성, 창의성 모두)"
삼성전자,반도체엔지니어,현장에서 여자들이 작업복을 입고 작업화를 신고 그러는데 어떠세요?
삼성전자,전기·전자엔지니어,패러데이 법칙과 렌츠에 법칙에 대하여 설명하고 공통점과 차이점에 대하여 설명하세요.
삼성전자,전기·전자엔지니어,변압기의 원리에 대하여 설명해주세요.(전공 추가 질문)
삼성전자,반도체엔지니어,현재 붙은 외국계 기업이 글로벌엔지니어가 될수있고 엔지니어로서 또한 글로벌적 측면으로 경쟁력을 쌓을 수 있을것 같은데 왜 우리회사가 0순위 인가요?
삼성전자,반도체엔지니어,중국 유학에 대해 물어보셨다.
삼성전자,반도체엔지니어,꼼꼼함을 보일 수 있는 사례
삼성전자,반도체엔지니어,취미생활은?
삼성전자,반도체엔지니어,"보니까 OOO 교수님한테 졸업 프로젝트를 들었던데, 잘 계신가요?"
삼성전자,반도체엔지니어,"인턴 때 우수사원에 뽑혔던데, 비결이 뭔가요?"
삼성전자,반도체엔지니어,인턴 실습을 진행한 부서 말고 다른 부서에서 일하고 싶은 생각도 있나요?
삼성전자,반도체엔지니어,전환되면 여기에 올 건가요?
삼성전자,반도체엔지니어,"졸업 프로젝트 주제를 보니, 학사 치고 괸장히 advance한 프로젝트를 진행했는데, 석사 생각은 없나요?"
삼성전자,웹개발자,지금 부르면 30분 내로 달려온 친구가 몇 있는가?
삼성전자,연구개발,지원한 부서에서 전공과 관련해서 어떠한 역할을 할 수 있을지에 관해 영어로 답변하라.
삼성전자,연구개발,"집 앞 신호등이 빨간 불이지만, 차가 오지 않는다면 건너겠는가?"
삼성전자,소프트웨어직,10년 후 손목 터널증후군 환자가 줄어든다. 왜 그런가?
삼성전자,반도체엔지니어,"자동차를 자전거로 대체하는 창의적인 방안을 설명해주셨는데, 자전거가 많아지면 문제점은 없을까요?"
삼성전자,연구개발,높이 위치 촉각 등을 이용하여 맞벌이 부부들이 아기를 키울 때 도움이 될 수 있는 20년 뒤 기술을 작성하여라.
삼성전자,SW개발,소프트웨어관련직종에 종사하는 아는사람이 있는가?
삼성전자,R&D,평소 어울리는 친구들을 소개해보시오
KB국민카드,IT,"차세대 시스템 구축, 핀테크, 신사업 중 하나를 골라 자신의 역량으로 해결책을 제시해보아라."
금호타이어,화학엔지니어,"미래에 RE, OE 타이어 중 어떤걸 준비해야하는가?"
금호타이어,화학엔지니어,전공분야를 타이어에 접목시킨다면?
금호타이어,기계엔지니어,많은 인턴경험을 통해 느낀점은 무엇입니까
금호타이어,R&D,타이어에 들어가는 합성고무의 모노머가 무엇인가?
제로투세븐,IT/인터넷,관계형 데이터베이스란?
GS칼텍스,화학엔지니어,"본인은 여기 GS칼텍스에는 인턴으로 지원하셨고 다른 기업에는 공채로 지원하셨는데, 만약 둘 다 합격해도 여기 GS칼텍스에 오실 건가요?"
GS칼텍스,화학엔지니어,증류탑에서 환류비가 높아지면 분리효율이 좋아지지만 그렇다고 해서 무한정 환류비를 높일 수 없는데 그 이유는 무엇이라고 생각하나요?
GS칼텍스,엔지니어,특별히 흥미를 가졌던 전공분야는?
잡코리아유,개발팀,웹개발 경험 없이 안드로이드 개발과 같이 병행해서 웹개발 및 유지보수도 할 수 있는가?
농협생명보험,IT/인터넷,거리에 휴지통을 설치해야 할까요?
엘에스전선,제품개발설계,제품제작을 완성했는데 소재를 잘못 사용한 실수를 범했다면 어떻게 한건가요?
엘에스전선,R&D,두 도선의 전류가 반대로 흐르면 도선 사이 지점은 어떤 일이 일어나는지 영어로 대답해보세요
엘에스전선,R&D,한자 1급이 있는데 공부하는데 얼마나 걸렸으며 가장 인상 깊었던 사자성어 혹은 문장을 말해보고 그 한문은 누가 썼는지도 얘기해보세요
현대엠엔소프트,기계엔지니어,지원 직무 수행에 필요한 지식과 기술을 습득하기 위해 어떤 노력과 경험을 했나요?
현대엠엔소프트,네트워크엔지니어,엠엔소프트에 지원한 동기와 앞으로 하고 싶은 일에 대해 말해봐라.
현대엠엔소프트,IT/인터넷,본인의 회사에서 어떤 역할과 맞을 것 같은지 축구 표지션과 비유해서 말해보시오.
한국서부발전,기계엔지니어,카르노 사이클이 적용되기 힘든 이유는?
한국서부발전,기계엔지니어,운동을 한다했는데 운동을 하면서 대인관계능력을 키운 경험이 있나요?
한국서부발전,엔지니어링,혁신과 창의를 정의해보십시오.
케이티디에스,앱개발자,"개인의 MFE, AutoML 연구 성과 경력을 본 회사의 기술 발전에 어떻게 기여할 것인가?"
에치와이,앱개발자,한국야쿠르트 아는 브랜드는?
엘에스일렉트릭,연구개발,"연구개발 직무에 지원했지만, 설계 직무로 바뀌어도 상관없는가?"
엘에스일렉트릭,연구개발,지원자가 한 연구에서 어떤 software를 썼나?
두림야스카와,설계엔지니어,로봇 관련 두개이상의 키워드를 들어 회사를 설명하세요.
두림야스카와,설계엔지니어,"본인의 전공 또는 경력사항 중 지원하신 직무와 연결하여 구체적인 사례, 경험을 들려주세요."
우리에프아이에스,웹개발자,"지원자는 java가 주력이라고 했는데, 계정시스템의 경우 C언어를 사용하는데 본인이 입사 후에 이 업무를 맡게 된다면 어떨 것 같나요?"
우리에프아이에스,IT/인터넷,"개인정보, IoT, 3D 프린터, 핀테크 중 최대 3가지를 발표해보세요"
우리에프아이에스,IT/인터넷,폭포수 모델이란?
한국동서발전,기계엔지니어,4차산업혁명의 기술을 이용하여 화력발전의 개선방안을 토론하라
서울시설공단,설계엔지니어,비가 많이 내려서 펌프에 물이 넘쳐흘렀다. 그 때 무엇을 가장 중요하게 확인해야 하나요?
쿠팡,웹개발자,정렬을 구현 소스중에 특정 변수를 사용한 이유
쿠팡,S/W 개발,Big O notation으로 알고리즘의 성능을 측정하고 성능 향상을 위해서는 어느 부분을 개량해야 하는지 말해보아라.
쿠팡,S/W 개발,이력서를 중심으로 해서 자신이 진행했던 프로젝트에 대해서 화이트보드에 UML로 작성하고 이를 설명하시오.
한국가스공사,엔지니어링,인덕션으로 인한 가스 소비 감소에 대한 해결 방안은?
한국가스공사,연구개발,빌게이츠와 스티브 잡스 중 더 훌륭한 기업가는?
코리아타임스,교재개발·교수설계,코리아타임스가 지향해야할 교육이란 무엇일까요?
코리아타임스,교재개발·교수설계,코리아타임스에 입사하고서 본인이 기획하고 싶은 교육내용과 어떻게 설계를 할지 영어로 말해주세요.
예술의전당,사운드엔지니어,"방송을 위한 오케스트라 편성을 한다고 했을때, 마이크를 어떻게 셋팅할 건가요?"
예술의전당,사운드엔지니어,경력은 없지만 자격증이나 기타 지식은 있는 것 같은데 근무를 할때 발생하는 경력의 빈틈은 어떻게 메울 건가요?
현대오일뱅크,화학엔지니어,증류 공정의 생산물들은 실시간으로 정성 분석이 어려우므로 제대로 증류가 되는지 여부를 공정이 끝나기 전까지는 알기 힘든데 공정이 제대로 진행되고 있는지의 여부를 어떻게 알 수 있을까요?
현대오일뱅크,엔지니어>기계,영어로 주말에 어떤 활동을 하면 좋은지 추천해보세요
현대오일뱅크,엔지니어>기계,핀란드 교육시스템에 대해서 영어로 길게 얘기하고 요약해보세요
한국수력원자력,화학엔지니어,"MCNP / GEANT4에 대해, 각각의 장단점을 비교하고 짧게 설명해보세요."
한국수력원자력,화학엔지니어,본인의 학력이나 관심사를 보면 진학 기회가 분명 있었음에도 불구하고 왜 진학하지 않았습니까?
한국수력원자력,IT/인터넷,"유동인구, 사용시간, 근무외 시간 등을 활용하여 20층 건물의 엘리베이터를 운영하는 방법예 대해 말해보시오."
한국수력원자력,엔지니어링,혹시 지금 다섯 명 중에 누가 합격했으면 좋겠습니까?
신도리코,R&D,공학도로서 신도리코 연구개발 부서에 지원한 이유와 그것을 위해 준비해온 것은 무엇입니까?
신도리코,R&D,평소 주변 사람들에게 본인의 단점이 무엇이라고 들어왔습니까?
